source ID,source name,source ref,source type,mapping type,target ID,target name,target ref,target type,mapping description,STIX ID,created,last modified
AML.M0013,Code Signing,course-of-action--1a62c89b-d515-4e98-bbcd-c5e6ef78fe42,mitigation,mitigates,AML.T0010.001,ML Software,attack-pattern--f9590f8d-cb5f-47ba-a25d-76a237dd8904,technique,"Enforce properly signed drivers and ML software frameworks.
",relationship--66af969d-9ec4-4d2b-b812-019e77876c65,14 March 2025,14 March 2025
AML.M0013,Code Signing,course-of-action--1a62c89b-d515-4e98-bbcd-c5e6ef78fe42,mitigation,mitigates,AML.T0010.003,Model,attack-pattern--d3301bd5-0f28-4604-a167-15aa4f17160d,technique,"Enforce properly signed model files.
",relationship--fc2fe650-8f45-4759-a853-cc6d05361d03,14 March 2025,14 March 2025
AML.M0013,Code Signing,course-of-action--1a62c89b-d515-4e98-bbcd-c5e6ef78fe42,mitigation,mitigates,AML.T0011.000,Unsafe ML Artifacts,attack-pattern--df46bcf0-0231-413c-9661-7f7d0e39b63e,technique,"Prevent execution of ML artifacts that are not properly signed.
",relationship--9e5ff7b8-1001-495a-977f-3969e1711033,14 March 2025,14 March 2025
AML.M0005,Control Access to ML Models and Data at Rest,course-of-action--0fc686a3-466f-45bf-a95e-65304bc43666,mitigation,mitigates,AML.T0010.002,Data,attack-pattern--4c34c31f-5157-48ad-acb8-4344cadd93cf,technique,"Access controls can prevent tampering with ML artifacts and prevent unauthorized copying.
",relationship--e06c1dc3-bb0d-468f-b1b3-c5217ff38a16,14 March 2025,14 March 2025
AML.M0005,Control Access to ML Models and Data at Rest,course-of-action--0fc686a3-466f-45bf-a95e-65304bc43666,mitigation,mitigates,AML.T0025,Exfiltration via Cyber Means,attack-pattern--55a17dc0-be82-40b8-80e7-f97e1e867b58,technique,"Access controls can prevent exfiltration.
",relationship--3a37fc01-6cd1-4b75-95d0-f2ef6e1f7634,14 March 2025,14 March 2025
AML.M0005,Control Access to ML Models and Data at Rest,course-of-action--0fc686a3-466f-45bf-a95e-65304bc43666,mitigation,mitigates,AML.T0018.001,Inject Payload,attack-pattern--294fe4dc-ac27-4b40-ae40-8148b9876f25,technique,"Access controls can prevent tampering with ML artifacts and prevent unauthorized copying.
",relationship--70e1ce0a-1cc7-4d02-9d78-12b748317814,14 March 2025,14 March 2025
AML.M0005,Control Access to ML Models and Data at Rest,course-of-action--0fc686a3-466f-45bf-a95e-65304bc43666,mitigation,mitigates,AML.T0048.004,ML Intellectual Property Theft,attack-pattern--7360aac5-ab15-4d95-ab5e-bef1af305788,technique,"Access controls can prevent theft of intellectual property.
",relationship--e92f61ff-5c7a-402f-968a-1f1f83552b3d,14 March 2025,14 March 2025
AML.M0005,Control Access to ML Models and Data at Rest,course-of-action--0fc686a3-466f-45bf-a95e-65304bc43666,mitigation,mitigates,AML.T0010.003,Model,attack-pattern--d3301bd5-0f28-4604-a167-15aa4f17160d,technique,"Access controls can prevent tampering with ML artifacts and prevent unauthorized copying.
",relationship--ebafa6bf-99c4-4d76-96d5-3ced4c465aff,14 March 2025,14 March 2025
AML.M0005,Control Access to ML Models and Data at Rest,course-of-action--0fc686a3-466f-45bf-a95e-65304bc43666,mitigation,mitigates,AML.T0018.000,Poison ML Model,attack-pattern--c44decce-8b70-4f42-a5e0-db0bb105d0b4,technique,"Access controls can prevent tampering with ML artifacts and prevent unauthorized copying.
",relationship--b3e2e2c9-dd58-486f-9e07-15613a68fa5b,14 March 2025,14 March 2025
AML.M0005,Control Access to ML Models and Data at Rest,course-of-action--0fc686a3-466f-45bf-a95e-65304bc43666,mitigation,mitigates,AML.T0020,Poison Training Data,attack-pattern--d63c873b-7e01-437d-98ef-d681099c3377,technique,"Access controls can prevent tampering with ML artifacts and prevent unauthorized copying.
",relationship--47a0d703-3a56-48e2-9a17-17cb5feeb101,14 March 2025,14 March 2025
AML.M0019,Control Access to ML Models and Data in Production,course-of-action--5ec3bfe0-f7be-4286-bce1-ae762a23e79f,mitigation,mitigates,AML.T0040,AI Model Inference API Access,attack-pattern--da8fff4a-bfff-4fe2-9d45-1c01fd9d3b73,technique,"Adversaries can use unrestricted API access to gain information about a production system, stage attacks, and introduce malicious data to the system.
",relationship--d5586f84-0a24-4255-ab11-2b3c2d030ad3,14 March 2025,14 March 2025
AML.M0019,Control Access to ML Models and Data in Production,course-of-action--5ec3bfe0-f7be-4286-bce1-ae762a23e79f,mitigation,mitigates,AML.T0024,Exfiltration via ML Inference API,attack-pattern--3f333baa-31b3-4196-966c-5298a8b106c5,technique,"Adversaries can use unrestricted API access to build a proxy training dataset and reveal private information.
",relationship--6c87ff72-1bec-4568-a6d6-dc136184b94f,14 March 2025,14 March 2025
AML.M0012,Encrypt Sensitive Information,course-of-action--e0beab85-34fd-4915-a477-ed5efeaf9e0d,mitigation,mitigates,AML.T0007,Discover ML Artifacts,attack-pattern--8a47d00f-77c8-4144-8452-facca3096fa3,technique,"Protect machine learning artifacts from adversaries who gather private information to target and improve attacks.
",relationship--51b3907b-2159-467c-b5f2-1f33613328b0,14 March 2025,14 March 2025
AML.M0012,Encrypt Sensitive Information,course-of-action--e0beab85-34fd-4915-a477-ed5efeaf9e0d,mitigation,mitigates,AML.T0035,ML Artifact Collection,attack-pattern--6a67aef8-329e-4669-84bd-c1aa0a67ac68,technique,"Protect machine learning artifacts with encryption.
",relationship--a988ea28-0460-462b-a35d-bdc0dc94b54e,14 March 2025,14 March 2025
AML.M0012,Encrypt Sensitive Information,course-of-action--e0beab85-34fd-4915-a477-ed5efeaf9e0d,mitigation,mitigates,AML.T0048.004,ML Intellectual Property Theft,attack-pattern--7360aac5-ab15-4d95-ab5e-bef1af305788,technique,"Protect machine learning artifacts with encryption.
",relationship--7d49eb4c-b77e-4f47-bc7a-59af0e31864b,14 March 2025,14 March 2025
AML.M0020,Generative AI Guardrails,course-of-action--e2be373b-c7b9-449f-8c50-1e516d162969,mitigation,mitigates,AML.T0056,Extract LLM System Prompt,attack-pattern--b68a2222-7aba-4a03-9f64-20e89faf4ec6,technique,Guardrails can prevent harmful inputs that can lead to meta prompt extraction.,relationship--7203616f-fa15-4396-9168-e74884efe6c3,14 March 2025,14 March 2025
AML.M0020,Generative AI Guardrails,course-of-action--e2be373b-c7b9-449f-8c50-1e516d162969,mitigation,mitigates,AML.T0057,LLM Data Leakage,attack-pattern--ab05c807-8854-40d8-a20e-28edae445c80,technique,Guardrails can detect sensitive data and PII in model outputs.,relationship--ebdcf5e1-640a-49b2-8d9c-ff481ae0c762,14 March 2025,14 March 2025
AML.M0020,Generative AI Guardrails,course-of-action--e2be373b-c7b9-449f-8c50-1e516d162969,mitigation,mitigates,AML.T0054,LLM Jailbreak,attack-pattern--8bc3f855-f8ba-46c1-85a7-a036679ed8b6,technique,Guardrails can prevent harmful inputs that can lead to a jailbreak.,relationship--cb64404a-a94e-45aa-9844-41516e176ccf,14 March 2025,14 March 2025
AML.M0020,Generative AI Guardrails,course-of-action--e2be373b-c7b9-449f-8c50-1e516d162969,mitigation,mitigates,AML.T0053,LLM Plugin Compromise,attack-pattern--151bebab-0e27-442b-838e-bb0d9a36c32f,technique,"Guardrails can prevent harmful inputs that can lead to plugin compromise, and they can detect PII in model outputs.",relationship--dea3168d-6d6d-40fe-a0d6-fb1a8dff457d,14 March 2025,14 March 2025
AML.M0020,Generative AI Guardrails,course-of-action--e2be373b-c7b9-449f-8c50-1e516d162969,mitigation,mitigates,AML.T0051,LLM Prompt Injection,attack-pattern--f9eddd08-a29a-4598-80a4-171d456be7c7,technique,Guardrails can prevent harmful inputs that can lead to prompt injection.,relationship--346ace8e-2073-4f46-a9aa-6ccfe4597a00,14 March 2025,14 March 2025
AML.M0020,Generative AI Guardrails,course-of-action--e2be373b-c7b9-449f-8c50-1e516d162969,mitigation,mitigates,AML.T0010,ML Supply Chain Compromise,attack-pattern--a4783291-4917-4ea8-8f34-b9b6180ae332,technique,Guardrails can detect harmful code in model outputs.,relationship--f7d536f9-7ef8-42eb-8530-6a6abd04ea84,14 March 2025,14 March 2025
AML.M0021,Generative AI Guidelines,course-of-action--b385f3b5-725c-45a8-b7e6-f56b35f75a4a,mitigation,mitigates,AML.T0056,Extract LLM System Prompt,attack-pattern--b68a2222-7aba-4a03-9f64-20e89faf4ec6,technique,Model guidelines can instruct the model to refuse a response to unsafe inputs.,relationship--262e0945-d6a9-40eb-8e1a-d403fbd09321,14 March 2025,14 March 2025
AML.M0021,Generative AI Guidelines,course-of-action--b385f3b5-725c-45a8-b7e6-f56b35f75a4a,mitigation,mitigates,AML.T0057,LLM Data Leakage,attack-pattern--ab05c807-8854-40d8-a20e-28edae445c80,technique,Model guidelines can instruct the model to refuse a response to unsafe inputs.,relationship--6a7df184-1bb3-4bac-b0f1-5d56f90c2c03,14 March 2025,14 March 2025
AML.M0021,Generative AI Guidelines,course-of-action--b385f3b5-725c-45a8-b7e6-f56b35f75a4a,mitigation,mitigates,AML.T0054,LLM Jailbreak,attack-pattern--8bc3f855-f8ba-46c1-85a7-a036679ed8b6,technique,Model guidelines can instruct the model to refuse a response to unsafe inputs.,relationship--db369d9d-312f-4908-baa0-20da4eda3d1e,14 March 2025,14 March 2025
AML.M0021,Generative AI Guidelines,course-of-action--b385f3b5-725c-45a8-b7e6-f56b35f75a4a,mitigation,mitigates,AML.T0053,LLM Plugin Compromise,attack-pattern--151bebab-0e27-442b-838e-bb0d9a36c32f,technique,Model guidelines can instruct the model to refuse a response to unsafe inputs.,relationship--6ea55808-3458-40f9-bf1f-7a52585c4a0d,14 March 2025,14 March 2025
AML.M0021,Generative AI Guidelines,course-of-action--b385f3b5-725c-45a8-b7e6-f56b35f75a4a,mitigation,mitigates,AML.T0051,LLM Prompt Injection,attack-pattern--f9eddd08-a29a-4598-80a4-171d456be7c7,technique,Model guidelines can instruct the model to refuse a response to unsafe inputs.,relationship--ac79ea96-4b12-4be8-ac5a-14ed59cf7848,14 March 2025,14 March 2025
AML.M0022,Generative AI Model Alignment,course-of-action--10c68f9d-a736-4d85-93bc-b0e36084cc9f,mitigation,mitigates,AML.T0056,Extract LLM System Prompt,attack-pattern--b68a2222-7aba-4a03-9f64-20e89faf4ec6,technique,Model alignment can improve the parametric safety of a model by guiding it away from unsafe prompts and responses.,relationship--c457e00f-e482-4ced-8493-d96bfd1f03f7,14 March 2025,14 March 2025
AML.M0022,Generative AI Model Alignment,course-of-action--10c68f9d-a736-4d85-93bc-b0e36084cc9f,mitigation,mitigates,AML.T0057,LLM Data Leakage,attack-pattern--ab05c807-8854-40d8-a20e-28edae445c80,technique,Model alignment can improve the parametric safety of a model by guiding it away from unsafe prompts and responses.,relationship--c90d7475-4418-4ff7-848c-e26a2fc0a7ee,14 March 2025,14 March 2025
AML.M0022,Generative AI Model Alignment,course-of-action--10c68f9d-a736-4d85-93bc-b0e36084cc9f,mitigation,mitigates,AML.T0054,LLM Jailbreak,attack-pattern--8bc3f855-f8ba-46c1-85a7-a036679ed8b6,technique,Model alignment can improve the parametric safety of a model by guiding it away from unsafe prompts and responses.,relationship--903bc191-94c6-41b9-b83c-e78ce546b8fb,14 March 2025,14 March 2025
AML.M0022,Generative AI Model Alignment,course-of-action--10c68f9d-a736-4d85-93bc-b0e36084cc9f,mitigation,mitigates,AML.T0053,LLM Plugin Compromise,attack-pattern--151bebab-0e27-442b-838e-bb0d9a36c32f,technique,Model alignment can improve the parametric safety of a model by guiding it away from unsafe prompts and responses.,relationship--10717fe4-7c9d-4b36-a47a-d0e2c7851891,14 March 2025,14 March 2025
AML.M0022,Generative AI Model Alignment,course-of-action--10c68f9d-a736-4d85-93bc-b0e36084cc9f,mitigation,mitigates,AML.T0051,LLM Prompt Injection,attack-pattern--f9eddd08-a29a-4598-80a4-171d456be7c7,technique,Model alignment can improve the parametric safety of a model by guiding it away from unsafe prompts and responses.,relationship--222b5c47-808d-4518-9326-2194c19ea4af,14 March 2025,14 March 2025
AML.M0010,Input Restoration,course-of-action--504b48c4-05c1-4b29-912a-2ba8db9631a9,mitigation,mitigates,AML.T0043.001,Black-Box Optimization,attack-pattern--fb1d969f-a88b-4404-a1a5-36fc7eab7c41,technique,"Input restoration adds an extra layer of unknowns and randomness when an adversary evaluates the input-output relationship.
",relationship--e61a6368-b1e1-4ba2-9dba-478ca91d4086,14 March 2025,14 March 2025
AML.M0010,Input Restoration,course-of-action--504b48c4-05c1-4b29-912a-2ba8db9631a9,mitigation,mitigates,AML.T0031,Erode ML Model Integrity,attack-pattern--4b0d8468-e00f-4ba2-9e18-1a2f527f08b2,technique,"Preprocessing model inputs can prevent malicious data from going through the machine learning pipeline.
",relationship--a599b8fe-65d8-4a22-9a9c-bf898bd89d3f,14 March 2025,14 March 2025
AML.M0010,Input Restoration,course-of-action--504b48c4-05c1-4b29-912a-2ba8db9631a9,mitigation,mitigates,AML.T0015,Evade ML Model,attack-pattern--ccf27b22-48bf-4219-a668-fa60eb0d94a4,technique,"Preprocessing model inputs can prevent malicious data from going through the machine learning pipeline.
",relationship--abcf855e-7bd6-4abf-9f2a-367b2a8ba763,14 March 2025,14 March 2025
AML.M0001,Limit Model Artifact Release,course-of-action--6a041684-03a2-4874-9577-67749bf98de0,mitigation,mitigates,AML.T0002.000,Datasets,attack-pattern--f85d3313-5de8-4d27-9d23-bf3fa79946e5,technique,"Limiting the release of datasets can reduce an adversary's ability to target production models trained on the same or similar data.
",relationship--85df9bc5-4603-4eb0-88cb-b48b5b249a84,14 March 2025,14 March 2025
AML.M0001,Limit Model Artifact Release,course-of-action--6a041684-03a2-4874-9577-67749bf98de0,mitigation,mitigates,AML.T0002.001,Models,attack-pattern--784cbb90-b5f0-47d1-af8c-d299c5b3c551,technique,"Limiting the release of model architectures and checkpoints can reduce an adversary's ability to target those models.
",relationship--47423e5e-770b-449e-8def-0f7cac9f20c9,14 March 2025,14 March 2025
AML.M0001,Limit Model Artifact Release,course-of-action--6a041684-03a2-4874-9577-67749bf98de0,mitigation,mitigates,AML.T0020,Poison Training Data,attack-pattern--d63c873b-7e01-437d-98ef-d681099c3377,technique,"Published datasets can be a target for poisoning attacks.
",relationship--3ece35bf-b45a-4026-a1e4-2789398cd270,14 March 2025,14 March 2025
AML.M0000,Limit Public Release of Information,course-of-action--0e73d209-afa9-4540-a8c4-244bc9f604ea,mitigation,mitigates,AML.T0002,Acquire Public ML Artifacts,attack-pattern--c652f980-4fff-47ae-8119-d6a927255ebc,technique,"Limit the release of sensitive information in the metadata of deployed systems and publicly available applications.
",relationship--47b5c96f-7049-4847-b0f6-15d6a40f4bf2,14 March 2025,14 March 2025
AML.M0000,Limit Public Release of Information,course-of-action--0e73d209-afa9-4540-a8c4-244bc9f604ea,mitigation,mitigates,AML.T0004,Search Application Repositories,attack-pattern--6f3e625e-3157-4b30-bb7f-f8f25b21c8dc,technique,"Limit the release of sensitive information in the metadata of deployed systems and publicly available applications.
",relationship--b0068642-3cd4-4754-8c3c-a5dfe6c4b31d,14 March 2025,14 March 2025
AML.M0000,Limit Public Release of Information,course-of-action--0e73d209-afa9-4540-a8c4-244bc9f604ea,mitigation,mitigates,AML.T0003,Search Victim-Owned Websites,attack-pattern--d886ab0c-9c92-40f6-aad8-930476504be8,technique,"Restrict release of technical information on ML-enabled products and organizational information on the teams supporting ML-enabled products.
",relationship--5d8bbbaa-3d9c-4ae1-b17e-e53cc80fada0,14 March 2025,14 March 2025
AML.M0000,Limit Public Release of Information,course-of-action--0e73d209-afa9-4540-a8c4-244bc9f604ea,mitigation,mitigates,AML.T0000,Search for Victim's Publicly Available Research Materials,attack-pattern--0e9e22e3-9b1e-4a9d-8ff6-da7ba7b9018f,technique,"Limit the connection between publicly disclosed approaches and the data, models, and algorithms used in production.
",relationship--6757034e-fcae-411c-aa16-fba965c097ed,14 March 2025,14 March 2025
AML.M0025,Maintain AI Dataset Provenance,course-of-action--ed176010-c43b-4055-b421-2a6f92b95504,mitigation,mitigates,AML.T0010.002,Data,attack-pattern--4c34c31f-5157-48ad-acb8-4344cadd93cf,technique,Dataset provenance can protect against supply chain compromise of data.,relationship--7cf4f2b4-d7e6-4635-b460-c1eb6c0ff519,14 March 2025,14 March 2025
AML.M0025,Maintain AI Dataset Provenance,course-of-action--ed176010-c43b-4055-b421-2a6f92b95504,mitigation,mitigates,AML.T0018.000,Poison ML Model,attack-pattern--c44decce-8b70-4f42-a5e0-db0bb105d0b4,technique,Dataset provenance can protect against poisoning of models.,relationship--0ab4eefb-7ff8-4ad0-8acf-4048f0a74bd5,14 March 2025,14 March 2025
AML.M0025,Maintain AI Dataset Provenance,course-of-action--ed176010-c43b-4055-b421-2a6f92b95504,mitigation,mitigates,AML.T0020,Poison Training Data,attack-pattern--d63c873b-7e01-437d-98ef-d681099c3377,technique,Dataset provenance can protect against poisoning of training data,relationship--8dd9d95c-120f-474d-8b21-f764dba2e9d5,14 March 2025,14 March 2025
AML.M0017,Model Distribution Methods,course-of-action--dd73141b-4e51-4f90-8120-45b4d113f420,mitigation,mitigates,AML.T0044,Full ML Model Access,attack-pattern--07ebffc5-e98e-4330-bf94-7f0c56b16345,technique,"Not distributing the model in software to edge devices, can limit an adversary's ability to gain full access to the model.
",relationship--e92352f1-d0dc-4fa7-b8d7-8fea852cb748,14 March 2025,14 March 2025
AML.M0017,Model Distribution Methods,course-of-action--dd73141b-4e51-4f90-8120-45b4d113f420,mitigation,mitigates,AML.T0010.003,Model,attack-pattern--d3301bd5-0f28-4604-a167-15aa4f17160d,technique,"An adversary could repackage the application with a malicious version of the model.
",relationship--9e010855-b7e8-4e48-ae2f-280dcfe3117f,14 March 2025,14 March 2025
AML.M0017,Model Distribution Methods,course-of-action--dd73141b-4e51-4f90-8120-45b4d113f420,mitigation,mitigates,AML.T0043.000,White-Box Optimization,attack-pattern--4a040cc9-d53d-4fa3-948d-a1ff8f02e0eb,technique,"With full access to the model, an adversary could perform white-box attacks.
",relationship--b7711511-12c3-4913-b5b4-2b459cc3fe10,14 March 2025,14 March 2025
AML.M0003,Model Hardening,course-of-action--fbc6f93a-a8fd-4097-80e4-9b9da41cef4b,mitigation,mitigates,AML.T0031,Erode ML Model Integrity,attack-pattern--4b0d8468-e00f-4ba2-9e18-1a2f527f08b2,technique,"Hardened models are less susceptible to integrity attacks.
",relationship--4220af7d-26f9-452c-809d-f26cee4b7399,14 March 2025,14 March 2025
AML.M0003,Model Hardening,course-of-action--fbc6f93a-a8fd-4097-80e4-9b9da41cef4b,mitigation,mitigates,AML.T0015,Evade ML Model,attack-pattern--ccf27b22-48bf-4219-a668-fa60eb0d94a4,technique,"Hardened models are more difficult to evade.
",relationship--1c6ecbe2-303a-44f0-96e1-2dcce99851fb,14 March 2025,14 March 2025
AML.M0002,Passive ML Output Obfuscation,course-of-action--e54bb18b-c1a7-4700-baac-3de8a51c1097,mitigation,mitigates,AML.T0043.001,Black-Box Optimization,attack-pattern--fb1d969f-a88b-4404-a1a5-36fc7eab7c41,technique,"Suggested approaches:
  - Restrict the number of results shown
  - Limit specificity of output class ontology
  - Use randomized smoothing techniques
  - Reduce the precision of numerical outputs
",relationship--5439ad81-4902-41c5-835b-2b504ec8c513,14 March 2025,14 March 2025
AML.M0002,Passive ML Output Obfuscation,course-of-action--e54bb18b-c1a7-4700-baac-3de8a51c1097,mitigation,mitigates,AML.T0014,Discover ML Model Family,attack-pattern--9115a9b6-855a-4acf-802c-aad9eeedc310,technique,"Suggested approaches:
  - Restrict the number of results shown
  - Limit specificity of output class ontology
  - Use randomized smoothing techniques
  - Reduce the precision of numerical outputs
",relationship--547ccfef-4673-41d5-9c7d-4b59af557c9b,14 March 2025,14 March 2025
AML.M0002,Passive ML Output Obfuscation,course-of-action--e54bb18b-c1a7-4700-baac-3de8a51c1097,mitigation,mitigates,AML.T0013,Discover ML Model Ontology,attack-pattern--b99c824b-c87f-4e39-ba72-7b8b299f0039,technique,"Suggested approaches:
  - Restrict the number of results shown
  - Limit specificity of output class ontology
  - Use randomized smoothing techniques
  - Reduce the precision of numerical outputs
",relationship--e26ae04d-9ab5-4164-be39-72ede30c6752,14 March 2025,14 March 2025
AML.M0002,Passive ML Output Obfuscation,course-of-action--e54bb18b-c1a7-4700-baac-3de8a51c1097,mitigation,mitigates,AML.T0024.002,Extract ML Model,attack-pattern--9ab0c79a-4dcf-4270-a272-af080402402d,technique,"Suggested approaches:
  - Restrict the number of results shown
  - Limit specificity of output class ontology
  - Use randomized smoothing techniques
  - Reduce the precision of numerical outputs
",relationship--333b4e2e-d3df-46af-82d6-7aedd83b403c,14 March 2025,14 March 2025
