ID,STIX ID,name,description,url,created,last modified,tactics,platforms
AML.T0008.001,attack-pattern--c90d78ed-0f2f-41e9-b85f-1d13be7a40f6,Consumer Hardware,"Adversaries may acquire consumer hardware to conduct their attacks.
Owning the hardware provides the adversary with complete control of the environment. These devices can be hard to trace.
",https://atlas.mitre.org/techniques/AML.T0008.001,13 May 2021,13 May 2021,Resource Development,ATLAS
AML.T0034,attack-pattern--ae71ca3a-8ca4-40d2-bdba-4276b29ac8f9,Cost Harvesting,"Adversaries may target different machine learning services to send useless queries or computationally expensive inputs to increase the cost of running services at the victim organization.
Sponge examples are a particular type of adversarial data designed to maximize energy consumption and thus operating cost.
",https://atlas.mitre.org/techniques/AML.T0034,13 May 2021,13 May 2021,Impact,ATLAS
AML.T0043,attack-pattern--a7c30122-b393-4265-91b7-57cd1211e3f9,Craft Adversarial Data,"Adversarial data are inputs to a machine learning model that have been modified such that they cause the adversary's desired effect in the target model.
Effects can range from misclassification, to missed detections, to maximizing energy consumption.
Typically, the modification is constrained in magnitude or location so that a human still perceives the data as if it were unmodified, but human perceptibility may not always be a concern depending on the adversary's intended effect.
For example, an adversarial input for an image classification task is an image the machine learning model would misclassify, but a human would still recognize as containing the correct class.

Depending on the adversary's knowledge of and access to the target model, the adversary may use different classes of algorithms to develop the adversarial example such as [White-Box Optimization](/techniques/AML.T0043.000), [Black-Box Optimization](/techniques/AML.T0043.001), [Black-Box Transfer](/techniques/AML.T0043.002), or [Manual Modification](/techniques/AML.T0043.003).

The adversary may [Verify Attack](/techniques/AML.T0042) their approach works if they have white-box or inference API access to the model.
This allows the adversary to gain confidence their attack is effective ""live"" environment where their attack may be noticed.
They can then use the attack at a later time to accomplish their goals.
An adversary may optimize adversarial examples for [Evade ML Model](/techniques/AML.T0015), or to [Erode ML Model Integrity](/techniques/AML.T0031).
",https://atlas.mitre.org/techniques/AML.T0043,13 May 2021,13 May 2021,ML Attack Staging,ATLAS
AML.T0005,attack-pattern--c2bd321e-e196-4954-a8e9-c22f1793acc7,Create Proxy ML Model,"Adversaries may obtain models to serve as proxies for the target model in use at the victim organization.
Proxy models are used to simulate complete access to the target model in a fully offline manner.

Adversaries may train models from representative datasets, attempt to replicate models from victim inference APIs, or use available pre-trained models.
",https://atlas.mitre.org/techniques/AML.T0005,13 May 2021,13 May 2021,ML Attack Staging,ATLAS
AML.T0010.002,attack-pattern--8d644240-ad99-4410-a7f8-3ef8f53a463e,Data,"Data is a key vector of supply chain compromise for adversaries.
Every machine learning project will require some form of data.
Many rely on large open source datasets that are publicly available.
An adversary could rely on compromising these sources of data.
The malicious data could be a result of [Poison Training Data](/techniques/AML.T0020) or include traditional malware.

An adversary can also target private datasets in the labeling phase.
The creation of private datasets will often require the hiring of outside labeling services.
An adversary can poison a dataset by modifying the labels being generated by the labeling service.
",https://atlas.mitre.org/techniques/AML.T0010.002,13 May 2021,13 May 2021,Initial Access,ATLAS
AML.T0036,attack-pattern--9f998b9a-d20e-48e7-bee5-034ed5a696dd,Data from Information Repositories,"Adversaries may leverage information repositories to mine valuable information.
Information repositories are tools that allow for storage of information, typically to facilitate collaboration or information sharing between users, and can store a wide variety of data that may aid adversaries in further objectives, or direct access to the target information.

Information stored in a repository may vary based on the specific instance or environment.
Specific common information repositories include SharePoint, Confluence, and enterprise databases such as SQL Server.
",https://atlas.mitre.org/techniques/AML.T0036,24 January 2022,18 January 2023,Collection,ATLAS
AML.T0037,attack-pattern--a7f17bbd-e2fd-4413-89e1-a5e5226cc23c,Data from Local System,"Adversaries may search local system sources, such as file systems and configuration files or local databases, to find files of interest and sensitive data prior to Exfiltration.

This can include basic fingerprinting information and sensitive data such as ssh keys.
",https://atlas.mitre.org/techniques/AML.T0037,13 May 2021,18 January 2023,Collection,ATLAS
AML.T0002.000,attack-pattern--a3baff3d-7228-4ab7-ae00-ffe150e7ef8a,Datasets,"Adversaries may collect public datasets to use in their operations.
Datasets used by the victim organization or datasets that are representative of the data used by the victim organization may be valuable to adversaries.
Datasets can be stored in cloud storage, or on victim-owned websites.
Some datasets require the adversary to [Establish Accounts](/techniques/AML.T0021) for access.

Acquired datasets help the adversary advance their operations, stage attacks,  and tailor attacks to the victim organization.
",https://atlas.mitre.org/techniques/AML.T0002.000,13 May 2021,13 May 2021,Resource Development,ATLAS
AML.T0029,attack-pattern--8f644f37-e2e6-468e-b720-f395b8c27fbc,Denial of ML Service,"Adversaries may target machine learning systems with a flood of requests for the purpose of degrading or shutting down the service.
Since many machine learning systems require significant amounts of specialized compute, they are often expensive bottlenecks that can become overloaded.
Adversaries can intentionally craft inputs that require heavy amounts of useless compute from the machine learning system.
",https://atlas.mitre.org/techniques/AML.T0029,13 May 2021,13 May 2021,Impact,ATLAS
AML.T0017,attack-pattern--c9153697-7d92-43aa-a16e-38436beff79d,Develop Capabilities,"Adversaries may develop their own capabilities to support operations. This process encompasses identifying requirements, building solutions, and deploying capabilities. Capabilities used to support attacks on ML systems are not necessarily ML-based themselves. Examples include setting up websites with adversarial information or creating Jupyter notebooks with obfuscated exfiltration code.",https://atlas.mitre.org/techniques/AML.T0017,25 October 2023,25 October 2023,Resource Development,ATLAS
AML.T0051.000,attack-pattern--d911e8cb-0601-42f1-90de-7ce0b21cd578,Direct,"An adversary may inject prompts directly as a user of the LLM. This type of injection may be used by the adversary to gain a foothold in the system or to misuse the LLM itself, as for example to generate harmful content.
",https://atlas.mitre.org/techniques/AML.T0051.000,25 October 2023,25 October 2023,"Defense Evasion, Initial Access, Persistence, Privilege Escalation",ATLAS
AML.T0063,attack-pattern--0926acf1-f3e0-40ef-af0d-89515371bf89,Discover AI Model Outputs,"Adversaries may discover model outputs, such as class scores, whose presence is not required for the system to function and are not intended for use by the end user. Model outputs may be found in logs or may be included in API responses.
Model outputs may enable the adversary to identify weaknesses in the model and develop attacks.",https://atlas.mitre.org/techniques/AML.T0063,01 October 2024,01 October 2024,Discovery,ATLAS
AML.T0062,attack-pattern--782c346d-9af5-4145-b6c6-b9cccdc2c950,Discover LLM Hallucinations,"Adversaries may prompt large language models and identify hallucinated entities.
They may request software packages, commands, URLs, organization names, or e-mail addresses, and identify hallucinations with no connected real-world source. Discovered hallucinations provide the adversary with potential targets to [Publish Hallucinated Entities](/techniques/AML.T0060). Different LLMs have been shown to produce the same hallucinations, so the hallucinations exploited by an adversary may affect users of other LLMs.",https://atlas.mitre.org/techniques/AML.T0062,01 October 2024,01 October 2024,Discovery,ATLAS
AML.T0007,attack-pattern--6a88dccb-fb37-4f11-a5ad-42908aaee1d0,Discover ML Artifacts,"Adversaries may search private sources to identify machine learning artifacts that exist on the system and gather information about them.
These artifacts can include the software stack used to train and deploy models, training and testing data management systems, container registries, software repositories, and model zoos.

This information can be used to identify targets for further collection, exfiltration, or disruption, and to tailor and improve attacks.
",https://atlas.mitre.org/techniques/AML.T0007,13 May 2021,13 May 2021,Discovery,ATLAS
AML.T0014,attack-pattern--c552f0b5-2e2c-4f8f-badc-0876ecca7255,Discover ML Model Family,"Adversaries may discover the general family of model.
General information about the model may be revealed in documentation, or the adversary may use carefully constructed examples and analyze the model's responses to categorize it.

Knowledge of the model family can help the adversary identify means of attacking the model and help tailor the attack.
",https://atlas.mitre.org/techniques/AML.T0014,13 May 2021,13 May 2021,Discovery,ATLAS
AML.T0013,attack-pattern--943303ef-846b-49d6-b53f-b0b9341ac1ca,Discover ML Model Ontology,"Adversaries may discover the ontology of a machine learning model's output space, for example, the types of objects a model can detect.
The adversary may discovery the ontology by repeated queries to the model, forcing it to enumerate its output space.
Or the ontology may be discovered in a configuration file or in documentation about the model.

The model ontology helps the adversary understand how the model is being used by the victim.
It is useful to the adversary in creating targeted attacks.
",https://atlas.mitre.org/techniques/AML.T0013,13 May 2021,13 May 2021,Discovery,ATLAS
AML.T0008.002,attack-pattern--dd88c52a-ec0f-42fa-8622-f992d6bcf2d5,Domains,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.

Adversaries may use acquired domains for a variety of purposes (see [ATT&CK](https://attack.mitre.org/techniques/T1583/001/)). Large AI datasets are often distributed as a list of URLs to individual datapoints. Adversaries may acquire expired domains that are included in these datasets and replace individual datapoints with poisoned examples ([Publish Poisoned Datasets](/techniques/AML.T0019)).",https://atlas.mitre.org/techniques/AML.T0008.002,01 October 2024,01 October 2024,Discovery,ATLAS
AML.T0059,attack-pattern--89731d07-679e-4da3-8f70-aba314068a89,Erode Dataset Integrity,"Adversaries may poison or manipulate portions of a dataset to reduce its usefulness, reduce trust, and cause users to waste resources correcting errors.",https://atlas.mitre.org/techniques/AML.T0059,01 October 2024,01 October 2024,Impact,ATLAS
AML.T0031,attack-pattern--8735735d-c09d-4298-8e64-9a2b6168a74c,Erode ML Model Integrity,"Adversaries may degrade the target model's performance with adversarial data inputs to erode confidence in the system over time.
This can lead to the victim organization wasting time and money both attempting to fix the system and performing the tasks it was meant to automate by hand.
",https://atlas.mitre.org/techniques/AML.T0031,13 May 2021,13 May 2021,Impact,ATLAS
AML.T0021,attack-pattern--aaa79096-814f-4fb0-a553-1701b2765317,Establish Accounts,"Adversaries may create accounts with various services for use in targeting, to gain access to resources needed in [ML Attack Staging](/tactics/AML.TA0001), or for victim impersonation.
",https://atlas.mitre.org/techniques/AML.T0021,24 January 2022,18 January 2023,Resource Development,ATLAS
AML.T0015,attack-pattern--071df654-813a-4708-85dc-f715f785d37f,Evade ML Model,"Adversaries can [Craft Adversarial Data](/techniques/AML.T0043) that prevent a machine learning model from correctly identifying the contents of the data.
This technique can be used to evade a downstream task where machine learning is utilized.
The adversary may evade machine learning based virus/malware detection, or network scanning towards the goal of a traditional cyber attack.
",https://atlas.mitre.org/techniques/AML.T0015,13 May 2021,27 October 2022,"Defense Evasion, Impact, Initial Access",ATLAS
AML.T0025,attack-pattern--2680aa95-5620-4677-9c62-b0c3d15d9450,Exfiltration via Cyber Means,"Adversaries may exfiltrate ML artifacts or other information relevant to their goals via traditional cyber means.

See the ATT&CK [Exfiltration](https://attack.mitre.org/tactics/TA0010/) tactic for more information.
",https://atlas.mitre.org/techniques/AML.T0025,13 May 2021,13 May 2021,Exfiltration,ATLAS
AML.T0024,attack-pattern--b07d147f-51c8-4eb6-9a05-09c86762a9c1,Exfiltration via ML Inference API,"Adversaries may exfiltrate private information via [AI Model Inference API Access](/techniques/AML.T0040).
ML Models have been shown leak private information about their training data (e.g.  [Infer Training Data Membership](/techniques/AML.T0024.000), [Invert ML Model](/techniques/AML.T0024.001)).
The model itself may also be extracted ([Extract ML Model](/techniques/AML.T0024.002)) for the purposes of [ML Intellectual Property Theft](/techniques/AML.T0048.004).

Exfiltration of information relating to private training data raises privacy concerns.
Private training data may include personally identifiable information, or other protected data.
",https://atlas.mitre.org/techniques/AML.T0024,13 May 2021,13 May 2021,Exfiltration,ATLAS
AML.T0049,attack-pattern--47d73872-5336-44f7-81e3-d30bc7e039dd,Exploit Public-Facing Application,"Adversaries may attempt to take advantage of a weakness in an Internet-facing computer or program using software, data, or commands in order to cause unintended or unanticipated behavior. The weakness in the system can be a bug, a glitch, or a design vulnerability. These applications are often websites, but can include databases (like SQL), standard services (like SMB or SSH), network device administration and management protocols (like SNMP and Smart Install), and any other applications with Internet accessible open sockets, such as web servers and related services.
",https://atlas.mitre.org/techniques/AML.T0049,28 February 2023,28 February 2023,Initial Access,ATLAS
AML.T0048,attack-pattern--ba500f0e-52ca-40ff-aed4-e6dbf00cca10,External Harms,"Adversaries may abuse their access to a victim system and use its resources or capabilities to further their goals by causing harms external to that system.
These harms could affect the organization (e.g. Financial Harm, Reputational Harm), its users (e.g. User Harm), or the general public (e.g. Societal Harm).
",https://atlas.mitre.org/techniques/AML.T0048,27 October 2022,25 October 2023,Impact,ATLAS
AML.T0024.002,attack-pattern--f78e0ac3-6d72-42ed-b20a-e10d8c752cf6,Extract ML Model,"Adversaries may extract a functional copy of a private model.
By repeatedly querying the victim's [AI Model Inference API Access](/techniques/AML.T0040), the adversary can collect the target model's inferences into a dataset.
The inferences are used as labels for training a separate model offline that will mimic the behavior and performance of the target model.

Adversaries may extract the model to avoid paying per query in a machine learning as a service setting.
Model extraction is used for [ML Intellectual Property Theft](/techniques/AML.T0048.004).
",https://atlas.mitre.org/techniques/AML.T0024.002,13 May 2021,13 May 2021,Exfiltration,ATLAS
AML.T0048.000,attack-pattern--4b1c5ebf-e05d-414d-a557-5c29f505f589,Financial Harm,"Financial harm involves the loss of wealth, property, or other monetary assets due to theft, fraud or forgery, or pressure to provide financial resources to the adversary.
",https://atlas.mitre.org/techniques/AML.T0048.000,25 October 2023,25 October 2023,Impact,ATLAS
AML.T0044,attack-pattern--3de90963-bc9f-4ae1-b780-7d05e46eacdd,Full ML Model Access,"Adversaries may gain full ""white-box"" access to a machine learning model.
This means the adversary has complete knowledge of the model architecture, its parameters, and class ontology.
They may exfiltrate the model to [Craft Adversarial Data](/techniques/AML.T0043) and [Verify Attack](/techniques/AML.T0042) in an offline where it is hard to detect their behavior.
",https://atlas.mitre.org/techniques/AML.T0044,13 May 2021,13 May 2021,ML Model Access,ATLAS
AML.T0010.000,attack-pattern--8dfc1d73-0de8-4daa-a8cf-83e019347395,Hardware,"Adversaries may target AI systems by disrupting or manipulating the hardware supply chain. AI models often run on specialized hardware such as GPUs, TPUs, or embedded devices, but may also be optimized to operate on CPUs.",https://atlas.mitre.org/techniques/AML.T0010.000,13 May 2021,01 October 2024,Initial Access,ATLAS
AML.T0051.001,attack-pattern--a4a55526-2f1f-403b-9691-609e46381e17,Indirect,"An adversary may inject prompts indirectly via separate data channel ingested by the LLM such as include text or multimedia pulled from databases or websites.
These malicious prompts may be hidden or obfuscated from the user. This type of injection may be used by the adversary to gain a foothold in the system or to target an unwitting user of the system.
",https://atlas.mitre.org/techniques/AML.T0051.001,25 October 2023,25 October 2023,"Defense Evasion, Initial Access, Persistence, Privilege Escalation",ATLAS
AML.T0024.000,attack-pattern--86b5f486-afb8-4aa9-991f-0e24d5737f0c,Infer Training Data Membership,"Adversaries may infer the membership of a data sample in its training set, which raises privacy concerns.
Some strategies make use of a shadow model that could be obtained via [Train Proxy via Replication](/techniques/AML.T0005.001), others use statistics of model prediction scores.

This can cause the victim model to leak private information, such as PII of those in the training set or other forms of protected IP.
",https://atlas.mitre.org/techniques/AML.T0024.000,13 May 2021,13 May 2021,Exfiltration,ATLAS
AML.T0018.001,attack-pattern--a50f02df-1130-4945-94bb-7857952da585,Inject Payload,"Adversaries may introduce a backdoor into a model by injecting a payload into the model file.
The payload detects the presence of the trigger and bypasses the model, instead producing the adversary's desired output.
",https://atlas.mitre.org/techniques/AML.T0018.001,13 May 2021,13 May 2021,"ML Attack Staging, Persistence",ATLAS
AML.T0043.004,attack-pattern--b15151a4-d832-46b0-8ddd-14dad0b67afc,Insert Backdoor Trigger,"The adversary may add a perceptual trigger into inference data.
The trigger may be imperceptible or non-obvious to humans.
This technique is used in conjunction with [Poison ML Model](/techniques/AML.T0018.000) and allows the adversary to produce their desired effect in the target model.
",https://atlas.mitre.org/techniques/AML.T0043.004,13 May 2021,13 May 2021,ML Attack Staging,ATLAS
AML.T0024.001,attack-pattern--e19c6f8a-f1e2-46cc-9387-03a3092f01ed,Invert ML Model,"Machine learning models' training data could be reconstructed by exploiting the confidence scores that are available via an inference API.
By querying the inference API strategically, adversaries can back out potentially private information embedded within the training data.
This could lead to privacy violations if the attacker can reconstruct the data of sensitive features used in the algorithm.
",https://atlas.mitre.org/techniques/AML.T0024.001,13 May 2021,13 May 2021,Exfiltration,ATLAS
AML.T0000.000,attack-pattern--a17a1941-ca02-4273-9d7f-d864ea122bdb,Journals and Conference Proceedings,"Many of the publications accepted at premier machine learning conferences and journals come from commercial labs.
Some journals and conferences are open access, others may require paying for access or a membership.
These publications will often describe in detail all aspects of a particular approach for reproducibility.
This information can be used by adversaries to implement the paper.
",https://atlas.mitre.org/techniques/AML.T0000.000,13 May 2021,13 May 2021,Reconnaissance,ATLAS
AML.T0057,attack-pattern--45d378aa-20ae-401d-bf61-7f00104eeaca,LLM Data Leakage,"Adversaries may craft prompts that induce the LLM to leak sensitive information.
This can include private user data or proprietary information.
The leaked information may come from proprietary training data, data sources the LLM is connected to, or information from other users of the LLM.
",https://atlas.mitre.org/techniques/AML.T0057,25 October 2023,25 October 2023,Exfiltration,ATLAS
AML.T0054,attack-pattern--172427e3-9ecc-49a3-b628-96b824cc4131,LLM Jailbreak,"An adversary may use a carefully crafted [LLM Prompt Injection](/techniques/AML.T0051) designed to place LLM in a state in which it will freely respond to any user input, bypassing any controls, restrictions, or guardrails placed on the LLM.
Once successfully jailbroken, the LLM can be used in unintended ways by the adversary.
",https://atlas.mitre.org/techniques/AML.T0054,25 October 2023,25 October 2023,"Defense Evasion, Privilege Escalation",ATLAS
AML.T0056,attack-pattern--e98acce8-ed69-4ebe-845b-1bcb662836ba,LLM Meta Prompt Extraction,"An adversary may induce an LLM to reveal its initial instructions, or ""meta prompt.""
Discovering the meta prompt can inform the adversary about the internal workings of the system.
Prompt engineering is an emerging field that requires expertise and exfiltrating the meta prompt can prompt in order to steal valuable intellectual property.
",https://atlas.mitre.org/techniques/AML.T0056,25 October 2023,25 October 2023,"Discovery, Exfiltration",ATLAS
AML.T0053,attack-pattern--adbb0dd5-ff66-4b2f-869f-bfb3fdb45fc8,LLM Plugin Compromise,"Adversaries may use their access to an LLM that is part of a larger system to compromise connected plugins.
LLMs are often connected to other services or resources via plugins to increase their capabilities.
Plugins may include integrations with other applications, access to public or private data sources, and the ability to execute code.

This may allow adversaries to execute API calls to integrated applications or plugins, providing the adversary with increased privileges on the system.
Adversaries may take advantage of connected data sources to retrieve sensitive information.
They may also use an LLM integrated with a command or script interpreter to execute arbitrary instructions.
",https://atlas.mitre.org/techniques/AML.T0053,25 October 2023,25 October 2023,"Execution, Privilege Escalation",ATLAS
AML.T0051,attack-pattern--19cd2d12-66ff-487c-a05c-e058b027efc9,LLM Prompt Injection,"An adversary may craft malicious prompts as inputs to an LLM that cause the LLM to act in unintended ways.
These ""prompt injections"" are often designed to cause the model to ignore aspects of its original instructions and follow the adversary's instructions instead.

Prompt Injections can be an initial access vector to the LLM that provides the adversary with a foothold to carry out other steps in their operation.
They may be designed to bypass defenses in the LLM, or allow the adversary to issue privileged commands.
The effects of a prompt injection can persist throughout an interactive session with an LLM.

Malicious prompts may be injected directly by the adversary ([Direct](/techniques/AML.T0051.000)) either to leverage the LLM to generate harmful content or to gain a foothold on the system and lead to further effects.
Prompts may also be injected indirectly when as part of its normal operation the LLM ingests the malicious prompt from another data source ([Indirect](/techniques/AML.T0051.001)). This type of injection can be used by the adversary to a foothold on the system or to target the user of the LLM.
",https://atlas.mitre.org/techniques/AML.T0051,25 October 2023,25 October 2023,"Defense Evasion, Initial Access, Persistence, Privilege Escalation",ATLAS
AML.T0061,attack-pattern--f16a79dd-95ff-4eb7-a986-18a727c4fc9d,LLM Prompt Self-Replication,"An adversary may use a carefully crafted [LLM Prompt Injection](/techniques/AML.T0051) designed to cause the LLM to replicate the prompt as part of its output. This allows the prompt to propagate to other LLMs and persist on the system. The self-replicating prompt is typically paired with other malicious instructions (ex: [LLM Jailbreak](/techniques/AML.T0054), [LLM Data Leakage](/techniques/AML.T0057)).",https://atlas.mitre.org/techniques/AML.T0061,01 October 2024,01 October 2024,Persistence,ATLAS
AML.T0035,attack-pattern--e2ebc190-9ff6-496e-afeb-ac868df2361e,ML Artifact Collection,"Adversaries may collect ML artifacts for [Exfiltration](/tactics/AML.TA0010) or for use in [ML Attack Staging](/tactics/AML.TA0001).
ML artifacts include models and datasets as well as other telemetry data produced when interacting with a model.
",https://atlas.mitre.org/techniques/AML.T0035,13 May 2021,13 May 2021,Collection,ATLAS
AML.T0008.000,attack-pattern--d65acc80-abf9-4147-a612-6536d31c5a91,ML Development Workspaces,"Developing and staging machine learning attacks often requires expensive compute resources.
Adversaries may need access to one or many GPUs in order to develop an attack.
They may try to anonymously use free resources such as Google Colaboratory, or cloud resources such as AWS, Azure, or Google Cloud as an efficient way to stand up temporary resources to conduct operations.
Multiple workspaces may be used to avoid detection.
",https://atlas.mitre.org/techniques/AML.T0008.000,13 May 2021,13 May 2021,Resource Development,ATLAS
AML.T0048.004,attack-pattern--d1f013a8-11f3-4560-831c-8ed5e39247c9,ML Intellectual Property Theft,"Adversaries may exfiltrate ML artifacts to steal intellectual property and cause economic harm to the victim organization.

Proprietary training data is costly to collect and annotate and may be a target for [Exfiltration](/tactics/AML.TA0010) and theft.

MLaaS providers charge for use of their API.
An adversary who has stolen a model via [Exfiltration](/tactics/AML.TA0010) or via [Extract ML Model](/techniques/AML.T0024.002) now has unlimited use of that service without paying the owner of the intellectual property.
",https://atlas.mitre.org/techniques/AML.T0048.004,13 May 2021,25 October 2023,Impact,ATLAS
